age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,bmi,blood_pressure
0.6035745562227236,-1.2981271581885858,-1.3836311829240437,-1.2976826353445396,0.7035447879512147,-0.0679465198986202,1.0793432231049713,-2.1488485582427668,0.39167405934308586,-0.4046534434478363,-1.5524920222195708,-0.8477275411572169,0.6455864049370661
1.0435473614835424,-1.2981271581885858,-0.6135110374074245,-1.037688983118891,0.3179129284377089,-0.0679465198986202,0.6692629891347432,-0.8763911580116726,0.1475947963913195,-1.0358334585756312,-1.6026556456827603,-1.0123709767111728,0.39798230854800265
-1.0096590630669455,0.7703405584668652,-0.17513495457488878,0.5558204982641158,0.0700067330361692,0.9626708985103545,0.19083604950281055,0.44319429407983274,0.7089771011803823,1.559017714727526,0.5292983515027889,0.9954391791063326,-0.5692501728519722
-0.8630014613133392,0.7703405584668652,0.36987314840610264,-0.02287505023813448,-1.486293271429052,-0.8174864605596927,-0.21924418446741745,0.6411321118935587,0.1475947963913195,2.0499355042713665,0.8051982805503305,-0.2776667937942297,0.46047286620809946
1.5568489676211643,-1.2981271581885858,-1.6916792411306942,-1.2071042016659268,0.042461600213776,-1.567026401220765,-0.1508974788057128,-0.8104118854070974,0.8188127695086769,-0.19426010507190464,-0.9254467289297035,-0.4494673701883067,1.2659278507290208
-0.8630014613133392,-1.2981271581885858,-0.6253590396461445,-0.6250538963607649,0.49695629178326495,0.025745972684013855,0.19083604950281055,-0.8669655476395906,0.9042405115417955,1.0680999251836854,-0.5743013646873778,-0.37609963982731537,0.0396354517486407
-0.7896726604365361,0.7703405584668652,0.10921709915432516,0.1951841419511198,0.056234166624972354,-0.6301014753944245,-0.5609777127759408,0.3866406318473395,-0.4748073241356844,-0.7553090074077224,0.8051982805503305,0.23261742381352088,0.07472140492894716
-0.8630014613133392,0.7703405584668652,0.7727052245224888,0.4384040101622096,-0.17789946236537052,0.8689784059277204,-0.6976711240993502,1.2160943445905712,0.7333850274755588,1.2784932635596171,0.9055255274767093,0.03462977017357668,-0.9901012621179603
-0.7896726604365361,0.7703405584668652,0.5357451797481444,0.6900107703805791,-0.2605348608325506,-0.8174864605596927,-0.6293244184376454,1.9984200054733925,0.4648978382286159,0.9979688123917082,1.1312618330610615,0.5625513332909723,0.18457115880314315
1.850164171128377,0.7703405584668652,-0.13959094785873577,-0.8699511429733113,-0.5635313218788767,-0.2553315050638883,-0.49263100711423613,-0.01866061415219399,0.26963442786720265,-0.5449156690317908,-0.5743013646873778,-1.1006812676796822,-0.16998673711638448
0.09027295008510162,0.7703405584668652,0.09736909691560862,-0.24093424242738756,0.20773239714813566,0.8689784059277204,-0.3559375957908268,-0.5087923535004677,-0.6578667713495091,-1.5267512481194718,0.0025803051393002603,-0.3740874266563993,-0.8072118727396745
0.16360175096190477,-1.2981271581885858,-0.6253590396461445,-0.8531773589587531,1.3508554092774574,-1.8481038789686672,-2.2696453543185573,-1.1026058069416451,-0.059872577117681784,-2.0176690376633126,-1.6528192691459496,-0.7231098727665378,-0.08743363183055701
-1.0096590630669455,-1.2981271581885858,-0.6845990508397306,-0.2912555944710616,1.8466678000805368,-0.16163901248125426,0.2591827551645152,-0.6030484572212894,1.4778267794784463,-0.6851778946157452,-0.5241377412241883,0.181840619275311,0.22219411890381852
-0.4230286560525203,0.7703405584668652,-0.18698295681360533,0.5222729302349994,0.45563859254967537,1.5248258540061588,1.762810279722018,0.7730906571027091,0.2574304647196146,0.927837699599731,0.3035620459184366,0.9574530629222485,-0.09375073901764662
-0.4230286560525203,0.7703405584668652,1.4954333610842385,0.6732369863660221,-1.8581525645313612,-0.34902399764652237,0.39587616648792456,1.8004821876596666,-0.0964844665604466,1.6291488275195032,1.1061800213294668,-0.208784620885323,0.45740729168137745
0.45691695446911734,0.7703405584668652,0.6542252021353167,0.48033847019860454,-0.7425746852244333,-0.44271649022915643,0.6009162834730386,0.1132979310569564,-0.059872577117681784,-0.4747845562398135,0.5794619749659783,0.18359968664363172,0.6667777465199135
1.850164171128377,0.7703405584668652,0.23954512378021392,0.7067845543951373,0.5658191238392482,1.2437483762582566,1.967850396707132,-0.3297057564309063,-0.3405637295122129,-0.5449156690317908,-0.3234832473714308,0.8394772884886491,0.18357151493573334
0.2369305518387079,-1.2981271581885858,-0.41209499934923316,0.2622792780093514,1.6951695695573734,-0.2553315050638883,-1.1077513580695781,0.20755403477777823,0.18420668583408453,-0.05399787948795017,-0.9003649171981088,0.7785014182608139,-0.5511667276100746
0.16360175096190477,-1.2981271581885858,-1.1822151448658524,-0.8615642509660322,0.7724076200071979,-1.285948923472863,-0.014204067482303455,-0.838688716523344,0.5991414328520875,-1.3163579097435403,-1.2765920931720292,-0.2974379973905749,1.0582598989188388
-1.0096590630669455,-1.2981271581885858,-0.8741670866592054,-1.2054268232644707,0.7035447879512147,-0.6301014753944245,-0.9710579467461687,-0.7538582231746045,-2.39082953830705,-1.246226796951563,-1.1762648462456504,-1.0815055767743837,-0.1935163661592048
-0.7896726604365361,-1.2981271581885858,-0.42394300158794973,-0.6602788427913368,0.3179129284377089,-0.34902399764652237,-0.49263100711423613,-0.37683380829131724,0.18420668583408453,0.29665768447193597,0.20323479899205782,-0.5853876849203328,-0.1005272721819792
-0.4230286560525203,0.7703405584668652,1.0926012849678524,3.273173508622507,1.8604403664917326,1.3374408688408908,1.147689928766676,1.2066687342184894,-3.074251474571996,0.22652657167995874,0.2784802341868419,3.4288092260949323,-0.2915817878473469
-0.5696862578061266,0.7703405584668652,0.4765051685545583,0.6396894183369057,-1.3072499080834954,-0.7237939679770586,0.6692629891347432,1.461160214264708,0.6601612485900291,0.927837699599731,1.1061800213294668,0.5438652738411422,0.9675879762974916
-0.6430150586829297,-1.2981271581885858,-0.886015088897922,-1.641545207642978,-0.1365817631317805,-0.9111789531423268,0.2591827551645152,-0.8009862750350154,1.1117078850507969,-0.05399787948795017,-0.09774694178707852,-1.7545390182963703,0.8716597103357762
1.5568489676211643,0.7703405584668652,0.9030332491483776,0.9332306385916701,-0.3293976928885338,0.49420843559718414,1.2160366344283806,1.0747101890093385,0.09877894380096641,0.1563954588879815,0.3788074811132207,0.5807796677318464,0.29186626723840364
1.0435473614835424,-1.2981271581885858,-1.3717831806853273,-0.9370462790315429,1.5987616046789965,0.9626708985103545,1.6261168683986085,-1.1403082484299738,1.0750959956080317,-0.6851778946157452,-1.0006921641244875,-0.263346554490395,0.19025452730773942
0.2369305518387079,0.7703405584668652,0.9504252581032471,-0.041326212654148146,-0.8940729157475961,0.21313095784928196,0.5325695778113338,0.452619904451915,-0.02326068767491675,0.8577065868077538,0.5543801632343835,-0.7256109802678702,0.10452560171651976
1.263533764113952,0.7703405584668652,-0.5898150329299915,-0.8800154133820459,-0.38448795853332024,0.9626708985103545,0.32752946082621986,0.4337686837077504,0.37947009619549776,0.29665768447193597,0.3788074811132207,-0.7905398864715685,-0.49691639188438114
0.8968897597299361,0.7703405584668652,0.4054171551222557,0.7906534744679271,-0.5497587554676798,1.3374408688408908,1.0109965174432665,1.7533541357992557,-0.2673399506266831,-0.33452233065585907,0.3788074811132207,0.8107388602247168,-0.36080443845074095
